Title,Author(s),Publisher,Publish Year,ISBN,OL Work Key,Page Count,Categories,Description,Cover Image
The Seventh Sentinel,Mary Kirchoff,Wizards of the Coast,1995,,https://openlibrary.org/works/OL7970913W,285,Fiction,"In this epic series closer, Guerrand DiThon and his nephew are all that stands between an old foe and the destruction of Krynnian magic A wizard sacrificed himself to preserve the secrets of magic. Centuries later, the survival of magic is again in question. The key is a young lord whose heritage is tied to the tuatha dundarael, faerie folk who practice powerful earth magic. These secrets are the weapons that Guerrand and Bram DiThon will wield in defending their Art against an old, scarred enemy. For Lyim, Guerrand's former friend and now renegade wizard, seeks to destroy the magic that he believes has forsaken him. The final battle will rage across the universe.",http://books.google.com/books/content?id=xnfRSYC4uf8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Dargonesti (Dragonlance Lost Histories, Vol. 3)","Paul B. Thompson, Thompson, Paul B.",,1995,,https://openlibrary.org/works/OL14935355W,0,Dragons,"Adapts the third volume of the epic trilogy by Margaret Weis and Tracy Hickman. Armed with the legendary Dragonlance, the Companions begin the final battle against the evil goddess Takhisis and her legions! But even as hope begins to spring, secrets long dormant threaten to render their sacrifice meaningless! Collects the entire 12-issue series.",http://books.google.com/books/content?id=0CkbjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Knight of the Swords,Michael Moorcock,Ace Books,1971,,https://openlibrary.org/works/OL2697637W,,Fiction,,
Dragons of Summer Flame,"Margaret Weis, Tracy Hickman",Wizards of the Coast,1995,,https://openlibrary.org/works/OL73411W,552,Fiction,"Primed for a battle between good and evil, Raistlin, the corrupted mage, returns to the Dragonlance series along with a new generation of characters, the inheritors of the fabled Heroes of the Lance. 175,000 first printing.",http://books.google.com/books/content?id=igh_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Land of the Minotaurs,Richard A. Knaak,Wizards of the Coast,1996,,https://openlibrary.org/works/OL2992968W,290,Fiction,"The fourth volume in the Lost Histories series introduces readers to one of Krynn's most enduring and formidable races—the minotaurs Of all the peoples of Krynn, one race has remained strong in its pride and beliefs. The powerful minotaurs envision themselves as the children of destiny, the future masters of the world. Despite adversity, defeat, and enslavement, that belief has never wavered. If there is a foe capable of destroying the minotaurs, it is their own arrogance. As clan clashes against clan, the exiled champion Kaz must discover the terrible secret of the empire before he and his entire race suffer the disastrous consequences and implement their own demise.",http://books.google.com/books/content?id=yyYoZ5KD3PwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The dragon at war,Gordon R. Dickson,Simon and Schuster,1992,,https://openlibrary.org/works/OL155456W,485,Fiction,Baron Jim is in the thick of it again. Somehow he's found himself taking on England's oldest enemy - the French - who have entered into an unholy alliance with a most fearsome horror: the mighty serpents of the deep underseas. Nobody has battled them before; nobody even realised they could leave the sea. And with the serpents as their allies it's only a matter of time before the French invasion succeeds - unless Baron Jim can stop them.,http://books.google.com/books/content?id=xDkfAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Gully Dwarves (Dragonlance Lost Histories, Vol. 5)",Dan Parkinson,Wizards of the Coast,1996,,https://openlibrary.org/works/OL4323257W,237,Fiction,"From one of the most reviled races on Krynn emerges a dwarven hero whose destiny lies on the battlefields of the War of the Lance When the god Reorx recites a mystical prophecy to Verden Leafglow—a reformed green dragon rejected by Takhisis, the queen of villainy—there is no disobeying him. But though Verden is given specific instructions, he is still left to wonder: Who is the new hero Reorx speaks of? Determined to uncover the truth of the prophecy, Verden sets out on a quest for answers. He finds them in Bron, son of the leader of the gully dwarf tribe of Bulp. With the dragon’s encouragement, Bron must prove his mettle as the first Aghar hero when the gully dwarves are caught up in the struggles that follow the War of the Lance.",http://books.google.com/books/content?id=3y53bZ3DZ6MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Murder in Tarsis,John Maddox Roberts,Wizards of the Coast,1996,,https://openlibrary.org/works/OL743168W,213,Fiction,"When the Lord of Tarsis finds himself with a politically volatile murder on his hands, he turns to the three most expendable inhabitants of the city for a solution.",http://books.google.com/books/content?id=NiU4LqQC5e4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Knights of the rose,Roland Green,Turtleback Books,1996,,https://openlibrary.org/works/OL23574627W,,Fiction,,
The dawning of a new age,Jean Rabe,,2002,,https://openlibrary.org/works/OL523393W,28,,,
The Book of Dragons,Edith Nesbit,Otbebookpublishing,1973,,https://openlibrary.org/works/OL99529W,198,Fiction,"Dragons — of all sorts — make for marvellous fun, and this collection of madcap tales is filled with them. Some of the legendary monsters are funny and mischievous, others are downright frightening, and a number of them are wild and unpredictable. There's a dragon made of ice, another that takes refuge in the General Post Office, a scaly creature that carries off the largest elephant in a zoo, and even a dragon whose gentle purring comforts a tiny tot. And who challenges these amazing creatures? Why, daring heroes, of course, as well as a wicked prince, and even an entire soccer team — which, unfortunately, meets its fate with a fire-breathing brute that flies out of the pages of an enchanted book E. (Edith) Nesbit (1858–1924) was one of the pioneers of fantasy fiction for children. Her classic novels — such as The Railway Children and Five Children and It — have remained popular for more than a century. (Goodreads)",http://books.google.com/books/content?id=-h9dEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Doom Brigade,Margaret Weis,Wizards of the Coast,1996,,https://openlibrary.org/works/OL15108272W,281,Fiction,"War can get a fellow killed. The fearless draconians of the War of the Lance have retired from the field of battle to a pleasant valley in the Kharolis Mountains. Well, it would be pleasant, if it weren't for some dwarves, whose irritating feuding prevents the draconians from realizing their greatest hope -- the ability to continue their doomed race. When the dwarves discover a map leading to a fortune buried in the dwarven kingdom of Thorbardin, the draconians are swept up in a feverish race for treasure. Little do both sides realize that they are part of the strange and terrible destiny descending upon Krynn during the Summer of Flame. A desinty that includes the children of Chaos . . . the fire dragons! The Doom Brigade is the first installment in The Chaos War series, stories set during the war of the Dragons of Summer Flame, the New York Times best-selling novel co-authored by Margaret Weis.",http://books.google.com/books/content?id=5v8i-VNkJlcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Dragons of Chaos,Margaret Weis,Dorrance Publishing,1997,,https://openlibrary.org/works/OL15108275W,51,Juvenile Fiction,"About the Book “From the darkness of the void, a light appeared. The light was small and faint at first. Then it grew into a circle globe that became bigger and brighter. It appeared to be a pearl floating through space. Out of the pearl came a sun, stars, and a galaxy of planets... A vortex appeared above a blue planet. Below the globe and through the vortex came flying through, a giant great white dragon...” The Dragons of Eden is a thrilling tale that invites young readers to explore a fantastical world of dragons, magic, and adventure as they learn of the four great dragons—North, East, South, and West—who protect the world for the Mother Pearl who created them. About the Author Jerimy Drew Carr is a U.S. Army veteran, husband, and father. He was a ship captain for half of his life and developed his imagination on the open seas.",http://books.google.com/books/content?id=5qrMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Theros Ironfeld,Don Perrin,Wizards of the Coast,2000,,https://openlibrary.org/works/OL8166153W,291,Fiction,"A young boy stood on the dock of his fishing village and watched the minotaur war barge approach. It would change his life from a lad who would have grown to follow in the footsteps of his father, to the greatest weaponsmith in the history of Krynn. As a boy, Theros Ironfeld was captured and pressed to service under the minotaurs. As a man, he first fought draconians to a standstill in Solace, and later, by mysterious means, acquired a silver arm. And when the evil dragons came to conquer, he was the only man who could forge the fabled dragonlances necessary to defeat them. The Warriors series details the exploits of the heroes and villains of the War of the Lance.",http://books.google.com/books/content?id=n093QZi2c44C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Lord Soth,Edo Van Belkom,,1996,,https://openlibrary.org/works/OL729837W,255,"Fantasy fiction, Canadian",,http://books.google.com/books/content?id=2jm4AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Wayward Knights,Not Found,Not Found,Not Found,Not Found,Not Found,,,,
Vinas Solamnus,J. Robert King,,1997,,https://openlibrary.org/works/OL15288299W,302,Fiction,Fantasy roman.,http://books.google.com/books/content?id=60sckgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Fistandantilus Reborn,Douglas Niles,,1997,,https://openlibrary.org/works/OL1635376W,315,Games,"A Lost Gods Book Emilo Haversack is unusually worried for a kender -- though he can't for the life of him remember what his problem is. Still, he's been wandering across Ansalon for quite some time, trying to remember what's wrong. All he can recall is the name of a very evil, very dead wizard . . . Fistandantilus. Joined by a young kendermaid, a human lad, and a devout, if somewhat naive priest, Emilo is drawn into a mysterious quest. As he draws closer to the secret of his past, he and his friends find themselves caught in an increasingly sinister web of intrigue. And as the conclusion of the adventure approaches, the companions learn that their pourpose is one that could catapult them from Krynn -- and forever change the destiny of the world they leave behind.",http://books.google.com/books/content?id=xHefHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The day of the tempest,Jean Rabe,,1997,,https://openlibrary.org/works/OL523428W,309,Fiction,"As the evil dragon overlords lay waste to once fertile lands, temperate islands, and cool forests, and Dark Knights, draconians, and other foul creatures flock to join the armies of darkness, a small band of heroes struggles to protect all humankind from slavery and cruel death. Reprint.",http://books.google.com/books/content?id=hihCPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Soulforge,"Margaret Weis, Tracy Hickman",Wizards of the Coast,1997,,https://openlibrary.org/works/OL15108271W,347,Fiction,"Chronicles the life of the dark mage, Raistlin Majere, from the time the gifted but tormented boy comes to see magic as his salvation to the Test in the Tower of High Sorcery that transforms his fate",http://books.google.com/books/content?id=XM6-HAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The eve of the maelstrom,Jean Rabe,,2002,,https://openlibrary.org/works/OL523405W,0,Dragons,,
Tales of Uncle Trapspringer,Not Found,Not Found,Not Found,Not Found,Not Found,,,,
Relics and Omens,Not Found,Not Found,Not Found,Not Found,Not Found,,,,
The Last Thane,Douglas Niles,Wizards of the Coast,1998,,https://openlibrary.org/works/OL1635389W,313,Fiction,"Dark dwarves...darker schemes...and rising chaos. For generations the baser clans of Thorbardin have raged against Hylar, ancestral rulers of the vast underground realm. Now, the finest Hylar army has marched away to face the Knights of Takhisis -- and the dark dwarves see their opportunity. Besieged in the Life Tree that is their fortress city, the Hylar struggle to survive. Magic and madness threaten from all sides as Theiwar, Daergar, and Klar press the onslaught with bloodthirsty frenzy. The forces of Chaos join the battle against all dwarvenkind. And hopes grow dim as the Hylar face ultimate betrayal and confront the specter of Torbardin's ultimate doom. This exciting new novel by popular Dragonlance author Douglas Niles tells the tale of the legendary dwarven kingdom during the Chaos War, the backdrop for The New York Times best-selling novel,Dragons of Summer Flame.",http://books.google.com/books/content?id=mZ-tFggogNQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Spirit of the wind,Keith Collie,,1982,,https://openlibrary.org/works/OL5562647W,432,Language arts (Elementary),,
Tears of the Night Sky,"Linda Baker, Nancy Varian Berberick",,1998,,https://openlibrary.org/works/OL29278474W,309,Games,Fantasy roman.,http://books.google.com/books/content?id=g81THAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Legacy of steel,Mary H. Herbert,Orbit,1998,,https://openlibrary.org/works/OL4323300W,783,Fiction,"Warfare, myth and magic collide in Legacy of Steel, the spectacular sequel to Matthew Ward's acclaimed fantasy debut Legacy of Ash. ""Outstanding ... a ripping yarn that more than earns its length."" --Publishers Weekly (starred review) A year has passed since an unlikely alliance saved the Tressian Republic from fire and darkness, at great cost. Thousands perished, and Viktor Akadra -- the Republic's champion -- has disappeared. While the ruling council struggles to mend old wounds, other factions sense opportunity. The insidious Parliament of Crows schemes in the shadows, while to the east the Hadari Emperor gathers his armies. As turmoil spreads across the Republic, its ripples are felt in the realms of the divine. War is coming . . . and this time the gods themselves will take sides. The Legacy TrilogyLegacy of AshLegacy of Steel",http://books.google.com/books/content?id=xSvhDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The silver stair,Charles Williams,,1912,,https://openlibrary.org/works/OL1155764W,90,"Love poetry, English",,
The Puppet King,Douglas Niles,Wizards of the Coast,1999,,https://openlibrary.org/works/OL1635403W,345,Fiction,"Treason within, war from without. Torn asunder by the nightmares of a mad king, the elven realm of Silvanesti has nearly been restored to its former grandeur. But the elf Porthios, returning to his homeland, launches a rebellion against young Gilthas, his own nephew. Gilthas's troubles are multiplied by threats from green dragons and from the Knights of Takhisis. Now, with Porthios at his throat, Gilthas must choose between blood and honor. Douglas Nile's Dragonlance novel is filled with treachery and intrigue among the elves during the Chaos War, the backdrop for The New York Times best-selling novel Dragons of Summer Flame.",http://books.google.com/books/content?id=xEMiDE_nUikC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Rose and the Skull (Dragonlance Bridges of Time, Vol. 4)",Jeff Crook,,1999,,https://openlibrary.org/works/OL6039766W,,,,
Reavers of the Blood Sea,Richard A. Knaak,Wizards of the Coast,1999,,https://openlibrary.org/works/OL2992974W,340,Fiction,"Chaos's evil shadow sweeps over Krynn During the hottest summer in memory, minotaurs fight against the Knights of Takhisis, into whose hands their god Sargonnas has delivered them. In the midst of the conflict, the armies of Chaos plunge into the heart of Ansalon. Now the minotaur warrior Aryx must unite his people and their enemy, the knights, against the monstrous servants of Chaos. If he succeeds, the two sides may forge a bond that will change Krynn for all time. If he fails, then they will all perish. Richard Knaak, author of the New York Times best-selling The Legend of Huma, tells this thrilling tale of the minotaurs of Krynn in the time of the Chaos War.",http://books.google.com/books/content?id=P-DQgOUFBSEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Dezra's Quest (Dragonlance Bridges of Time, Vol. 5)",Chris Pierson,,1999,,https://openlibrary.org/works/OL5739906W,312,Fiction,"During Krynn's Second Cataclysm an ambitious centaur chieftain makes a terrible pact with Chaos. Ten years later, smarting under the consequences of that pact, a lone centaur journeys to Solace, seeking help from Caramon, the aging Hero of the Lance.",http://books.google.com/books/content?id=m7RDkgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Odyssey of Gilthanas,Douglas Niles,,1999,,https://openlibrary.org/works/OL1635399W,316,Fantasy fiction,,
Brothers in Arms,Lois McMaster Bujold,T. Allen,1989,,https://openlibrary.org/works/OL56884W,80,"World War, 1914-1918",,http://books.google.com/books/content?id=NNEXAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Siege of Mt. Nevermind (Dragonlance Chaos War, Vol. 5)",Fergus Ryan,,1999,,https://openlibrary.org/works/OL6011956W,344,Krynn (Imaginary place),,
"Heroes, villains, and fools",Orrin Edgar Klapp,Routledge,1962,,https://openlibrary.org/works/OL4453083W,176,History,"This volume presents three major social types in American society-heroes, villains, and fools-as models for American behaviour. Approaching these models primarily through language, Orrin E. Klapp explores what they may suggest about Americans as a people. Rather than study people, the author describes abstract types named and embedded in popular language. These social types are important symbols; and a way to attack a symbol is by identifying its meaning in various contexts. He further argues that the language surrounding heroes, villains, and fools reveals a social structure. We may not escape being ascribed a type, but we do have a choice of type. Known more commonly as ""finding oneself,"" we can manipulate cues-with dress, facial expressions, style of life, or conspicuous public roles-to build an identity. This classic study has serious contemporary implications. For a public figure, an inevitable result of the typing process is the development of at least two selves, the public and the private. When the book originally appeared in 1962, the struggle to balance two images generally only plagued celebrities and politicians. Today, social media offers everyone the opportunity to develop an online persona. This volume will be of interest to sociologists as well as anyone who has a Facebook account.",http://books.google.com/books/content?id=hq00DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dalamar the Dark,Nancy Varian Berberick,,2000,,https://openlibrary.org/works/OL4652688W,310,Fiction,"Dalamar Argent, the elf, is only a servant in the house of an elvish lord, not worthy of the High Art of Sorcery. As war simmers on the borders of Silvanesti, Dalamar will find a way to become a wizard. His quest will take him along dark paths toward an awesome destiny. 2 illustrations.",http://books.google.com/books/content?id=s5AtHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"Best Known Works of Oscar Wilde - Including The Poems, Novels, Plays, Essays, Fairy Tales and Dialogues - Six Volumes in One",Oscar Wilde,,1927,,https://openlibrary.org/works/OL31413606W,644,Literatura inglesa,,http://books.google.com/books/content?id=ft0FAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragons of a Fallen Sun,"Margaret Weis, Tracy Hickman",,2000,,https://openlibrary.org/works/OL73408W,,,,
Rebels and Tyrants,Nicholas Rzhevsky,,2011,,https://openlibrary.org/works/OL20667008W,632,Fiction,"Rebels and Tyrants is a unique literary collection that provides an introduction to key moments in cultural history, including the Renaissance, Romanticism, and Realism. These concepts are addressed by leading authors in major literary traditions such as William Shakespeare, Sir Walter Scott, Charles Dickens, and Fyodor Dostoevsky. The included works portray unforgettable fictional rebels and tyrants such as Richard III, Ivanhoe, and Robin Hood--characters that have profoundly influenced popular culture and world literature. The texts are organized around the subversive and creative ways in which the authors themselves were also rebels--rebels who challenged literary conventions and shaped daring new perspectives on what literature should be about.",http://books.google.com/books/content?id=mz4AtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Downfall,Richard B. Frank,Penguin,1999,,https://openlibrary.org/works/OL51458W,513,History,"In a riveting narrative that includes information from newly declassified documents, acclaimed historian Richard B. Frank gives a scrupulously detailed explanation of the critical months leading up to the dropping of the atomic bomb. Frank explains how American leaders learned in the summer of 1945 that their alternate strategy to end the war by invasion had been shattered by the massive Japanese buildup on Kyushu, and that intercepted diplomatic documents also revealed the dismal prospects of negotiation. Here also, for the first time, is a comprehensive account of how Japan's leaders were willing to risk complete annihilation to preserve the nation's existing order. Frank's comprehensive account demolishes long-standing myths with the stark realities of this great historical controversy.",http://books.google.com/books/content?id=rIlPEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Clandestine Circle (Dragonlance Crossroads, Vol. 1)",Mary H. Herbert,IDW Publishing,2000,,https://openlibrary.org/works/OL4323294W,0,Dragons,Originally published by DC Comics as DragonLance #1-8.,http://books.google.com/books/content?id=dA7NrQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
The Citadel,A. J. Cronin,Wizards of the Coast,1937,,https://openlibrary.org/works/OL4189809W,298,Fiction,"Weapon of the Dark Queen Against a darkened cloud it comes, framed by thunder and lightning, soaring over the ravaged land: the flying citadel, mightiest power in the arsenal of the dragon highlords. In an age of war, an evil wizard learned the secret of creating these castles in the air and sought to use them to gain power over all Krynn. Against him were ranged a red-robed magic-user, a cleric, an ancient warrior, and -- naturally -- a kender. Their battle shook the skies of Krynn.",http://books.google.com/books/content?id=eV-bcrGPByEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Children of the Plains (Dragonlance Barbarians, Vol. 1)",Paul B. Thompson,,2000,,https://openlibrary.org/works/OL14935353W,310,Fiction,"Escaping a pack of predators, a brother and sister strike out for themselves, their lives taking parallel courses with two different tribes, while evil forces wait for an opportunity to seize control. Original.",http://books.google.com/books/content?id=O-d6GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Bertrem's Guide to the Age of Mortals,Paul B. Thompson,,2000,,https://openlibrary.org/works/OL14935350W,304,Fiction,"A new Dragonlance sourcebook provides a host of background information, lore, and legends about life in Krynn during the Fifth Age, covering everything from the education of kender children to the dietary habits of the dwarves of Thorbardin to weaponry, political institutions, festivals, clothing, and more. Original.",http://books.google.com/books/content?id=YH2SHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Draconian Measures,Ward Churchill,Wizards of the Coast,1995,,https://openlibrary.org/works/OL581089W,286,Fiction,The regiment of draconian engineers featured in The Doom Brigade seek a safe haven for their precious cargo of young draconians. All they have to do is stay alive. Surely that shouldn't be too hard. But Commander Kang puzzles over a sinister mystery. Why are some of his men vanishing? Kang will have to use draconian measures to defeat his foes and save his race. They'd better be enough -- the fate of his entire race hangs in the balance.,http://books.google.com/books/content?id=PNj_vFQoTKsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Nash of the Thieves' Guild,Tony Passarelli,,2011,,https://openlibrary.org/works/OL40091879W,,,,
Messenger (The Giver #3),"Lois Lowry, David Morse, Fikret Topalli",HarperCollins,2004,,https://openlibrary.org/works/OL1846138W,181,Young Adult Fiction,"The third book in Lois Lowry's Giver Quartet, which began with the bestselling and Newbery Medal-winning The Giver. Trouble is brewing in Village. Once a utopian community that prided itself on welcoming strangers, Village will soon be cut off to all outsiders. As one of the few able to traverse the forbidding Forest, Matty must deliver the message of Village’s closing and try to convince Seer’s daughter Kira to return with him before it’s too late. But Forest is now hostile to Matty as well. Now he must risk everything to fight his way through it, armed only with an emerging power he cannot yet explain or understand. ""Told in simple, evocative prose, this companion to The Giver and Gathering Blue can stand on its own as a powerful tale of great beauty."" —Kirkus (starred review) Messenger is the masterful third novel in Lois Lowry’s Giver Quartet, which includes The Giver, Gathering Blue, and Son.",http://books.google.com/books/content?id=uHMwvMEfqU4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The inheritance of loss,Kiran Desai,Open Road + Grove/Atlantic,2005,,https://openlibrary.org/works/OL97945W,394,Fiction,"Winner of the National Book Critics Circle Award and the Man Booker Prize: An “extraordinary” novel “lit by a moral intelligence at once fierce and tender” (The New York Times Book Review). In a crumbling, isolated house at the foot of Mount Kanchenjunga in the Himalayas, an embittered old judge wants only to retire in peace. But his life is upended when his sixteen-year-old orphaned granddaughter, Sai, arrives on his doorstep. The judge’s chatty cook watches over the girl, but his thoughts are mostly with his son, Biju, hopscotching from one miserable New York restaurant job to another, trying to stay a step ahead of the INS. When a Nepalese insurgency threatens Sai’s new-sprung romance with her tutor, the household descends into chaos. The cook witnesses India’s hierarchy being overturned and discarded. The judge revisits his past and his role in Sai and Biju’s intertwining lives. In a grasping world of colliding interests and conflicting desires, every moment holds out the possibility for hope or betrayal. Published to extraordinary acclaim, The Inheritance of Loss heralds Kiran Desai as one of our most insightful novelists. She illuminates the pain of exile and the ambiguities of postcolonialism with a tapestry of colorful characters and “uncannily beautiful” prose (O: The Oprah Magazine). “A book about tradition and modernity, the past and the future—and about the surprising ways both amusing and sorrowful, in which they all connect.” —The Independent",http://books.google.com/books/content?id=HWfBJdEHm0EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragons of a Lost Star,"Margaret Weis, Tracy Hickman",,2001,,https://openlibrary.org/works/OL73409W,560,Krynn (Imaginary place),,
True Betrayals,Nora Roberts,Penguin,1995,,https://openlibrary.org/works/OL111635W,433,Fiction,"#1 New York Times bestselling author Nora Roberts delivers a thrilling story of family secrets and unexpected passions, set against the high-stakes world of championship thoroughbred racing. Kelsey Byden always believed that her mother was dead. But now, after all this time, she has discovered the truth: Naomi Chadwick is still alive—after spending years in prison for the murder of her lover. Now, at Naomi’s Virginia horse farm, Kelsey is trying to sort out a lifetime of deception—and her feelings about her mother. The bonds of love can be fragile...as Kelsey learned from her recently ended marriage. But as the two women rebuild their relationship—and Kelsey finds herself swept into an unsettling new romance—she must decide once and for all who she can trust, and who threatens to betray her....",http://books.google.com/books/content?id=H1_DEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dragon's bluff,Mary H. Herbert,Wizards of the Coast,2001,,https://openlibrary.org/works/OL4323298W,320,Fiction,"The Crossroads Series explores previously undescribed areas of the Dragonlance world. Dragonlance fans eagerly await detailed information on any area of their favorite fantasy world. The port town of Flotsam has always been left to handle its own problems, neither asking for nor wanting help from the rest of Krynn. That is, until the young mage Ulin Majere and his traveling companion are summoned there to identify a murder victim. They quickly discover there is more to the rough seaport than just one dead body, including cagey thieves, failing magic, the Knights of Neraka, and a very greedy, very deadly red dragon.",http://books.google.com/books/content?id=ncGILnUJgKIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
Triumph of the Dragon (Brothers of the Dragon),Robin Wayne Bailey,New Amer Library,1995,,https://openlibrary.org/works/OL8166093W,320,Fiction,"Two brothers, hailed as saviors by the people of Palenoc, become separated in the land of menacing black unicorns and shimmering dragons, and they must reunite against the evil sorceress, Heart of Darkness, before their world is destroyed",http://books.google.com/books/content?id=CT8DAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
"""Bertrem’s Guide to the War of Souls, Vol. 1""",Not Found,Not Found,Not Found,Not Found,Not Found,,,,
Minecraft : the Search for Magic,Vincent Verret,Independently Published,2019,,https://openlibrary.org/works/OL29781678W,94,Juvenile Fiction,"After finding The Heart of the Sea, Fearless Fred starts an adventure for magical treasure...taking him to the world's temples, and a final fight with an evil Evoker over a Totem of Undying!Four stories in one book with a bonus game guide! Follow Fearless Fred as he journeys into the world, braves a stronghold, and finds the Heart of the Sea, and seeks the treasure of the Desert and Jungle Pyramids! But anywhere he goes, one thing is for sure, Fred is looking for treasure!Join Fearless Fred the Minecraft Dungeon Master as he explores all of the iconic Minecraft Dungeons and Secret Areas. In this unofficial Minecraft series, you'll delve into the darkest dungeons, brave mysterious jungle temples, face the dangers of the desert pyramid, investigate the secrets of the igloos, navigate the Nether, and explore the End City! Grab your sword and shield, and maybe a bow and arrows too, as together with Fearless Fred, you'll defend yourself from zombies, creepers, spiders, skeletons, and hordes of amazing monsters! This book is also perfect for new players, students, educators, and veteran players looking to learn more tips, tricks, and secrets as it contains a bonus secret section for young players!",http://books.google.com/books/content?id=OL9gwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Chosen of the Gods,Chris Pierson,,2001,,https://openlibrary.org/works/OL5739905W,344,Fiction,"After the Kingpriest fortells his own death, dark forces converge on the Temple and a priestess of the god Paladine enters on a quest to find the Lightbringer, chosen by the gods to bring light to battle the coming darkness.",http://books.google.com/books/content?id=1isxHQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Conundrum,"Chandrachur Ghose, Anuj Dhar",Random House Books for Young Readers,2019,,https://openlibrary.org/works/OL20696826W,289,Juvenile Fiction,"NEW YORK TIMES BESTSELLER • When a notorious thief is out for priceless treasure (gems! cats! general decorum!)—who're you gonna call? An elite team of crime-fighting underdogs, that's who! The Misfits are on the case in this hilarious illustrated series from Newbery Honoree Lisa Yee and Caldecott Medalist Dan Santat! “For any kid who’s felt like a misfit, this crackling adventure packs a wallop!” —Lincoln Peirce, creator of Big Nate and Max & the Midknights Olive Cobin Zang has . . . issues. And they mostly aren’t her fault. (No, really!) Though she often slips under the radar, problems have a knack for finding her. So, imagine her doubts when she’s suddenly dropped off at the strangest boarding school ever: a former castle turned prison that's now a “reforming arts school”! But nothing could’ve prepared Olive for RASCH (not “rash”). There, she’s lumped with a team of other kids who never quite fit in, and discovers that the academy isn’t what it seems—and neither is she. In fact, RASCH is a cover for an elite group of misfits who fight crime . . . and Olive has arrived just in time. Turns out that RASCH is in danger of closing, unless Olive’s class can stop the heist of the century. And as Olive falls in love with this wacky school, she realizes it’s up to her new team to save the only home that’s ever welcomed them.",http://books.google.com/books/content?id=cCzEEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
